Region,Year,PIN,Category
Southern Europe,2000,100,crops
Southern Europe,1999,99,crops
Southern Europe,1998,96,crops
Southern Europe,1997,98,crops
Southern Europe,1996,96,crops
Southern Europe,1995,85,crops
Southern Europe,1994,89,crops
Southern Europe,1993,90,crops
Southern Europe,1992,95,crops
Southern Europe,1991,97,crops
Southern Europe,1990,90,crops
Southern Europe,1989,95,crops
Southern Europe,1988,89,crops
Southern Europe,1987,98,crops
Southern Europe,1986,93,crops
Southern Europe,1985,91,crops
Southern Europe,1984,93,crops
Southern Europe,1983,92,crops
Southern Europe,1982,91,crops
Southern Europe,1981,87,crops
Southern Europe,1980,93,crops
Southern Europe,1979,90,crops
Southern Europe,1978,84,crops
Southern Europe,1977,79,crops
Southern Europe,1976,81,crops
Southern Europe,1975,84,crops
Southern Europe,1974,83,crops
Southern Europe,1973,83,crops
Southern Europe,1972,76,crops
Southern Europe,1971,76,crops
Southern Europe,1970,76,crops
Southern Europe,1969,76,crops
Southern Europe,1968,74,crops
Southern Europe,1967,75,crops
Southern Europe,1966,73,crops
Southern Europe,1965,70,crops
Southern Europe,1964,70,crops
Southern Europe,1963,70,crops
Southern Europe,1962,66,crops
Southern Europe,1961,64,crops
Western Africa,2007,117,crops
Western Africa,2006,127,crops
Western Africa,2005,121,crops
Western Africa,2004,114,crops
Western Africa,2003,111,crops
Western Africa,2002,104,crops
Western Africa,2001,100,crops
Western Africa,2000,99,crops
Western Africa,1999,99,crops
Western Africa,1998,95,crops
Western Africa,1997,89,crops
Western Africa,1996,87,crops
Western Africa,1995,82,crops
Western Africa,1994,78,crops
Western Africa,1993,76,crops
Western Africa,1992,73,crops
Western Africa,1991,70,crops
Western Africa,1990,61,crops
Western Africa,1989,59,crops
Western Africa,1988,55,crops
Western Africa,1987,49,crops
Western Africa,1986,48,crops
Western Africa,1985,44,crops
Western Africa,1984,41,crops
Western Africa,1983,38,crops
Western Africa,1982,39,crops
Western Africa,1981,39,crops
Western Africa,1980,38,crops
Western Africa,1979,38,crops
Western Africa,1978,37,crops
Western Africa,1977,36,crops
Western Africa,1976,38,crops
Western Africa,1975,41,crops
Western Africa,1974,41,crops
Western Africa,1973,36,crops
Western Africa,1972,35,crops
Western Africa,1971,40,crops
Western Africa,1970,41,crops
Western Africa,1969,39,crops
Western Africa,1968,36,crops
Western Africa,1967,36,crops
Western Africa,1966,34,crops
Western Africa,1965,34,crops
Western Africa,1964,34,crops
Western Africa,1963,32,crops
Western Africa,1962,31,crops
Western Africa,1961,30,crops
Western Asia,2007,105,crops
Western Asia,2006,114,crops
Western Asia,2005,112,crops
Western Asia,2004,106,crops
Western Asia,2003,103,crops
Western Asia,2002,106,crops
Western Asia,2001,98,crops
Western Asia,2000,103,crops
Western Asia,1999,97,crops
Western Asia,1998,103,crops
Western Asia,1997,94,crops
Western Asia,1996,97,crops
Western Asia,1995,92,crops
Western Asia,1994,89,crops
Western Asia,1993,90,crops
Western Asia,1992,90,crops
Western Asia,1991,80,crops
Western Asia,1990,81,crops
Western Asia,1989,73,crops
Western Asia,1988,79,crops
Western Asia,1987,72,crops
Western Asia,1986,72,crops
Western Asia,1985,69,crops
Western Asia,1984,65,crops
Western Asia,1983,64,crops
Western Asia,1982,65,crops
Western Asia,1981,61,crops
Western Asia,1980,61,crops
Western Asia,1979,57,crops
Western Asia,1978,58,crops
Western Asia,1977,55,crops
Western Asia,1976,55,crops
Western Asia,1975,50,crops
Western Asia,1974,48,crops
Western Asia,1973,42,crops
Western Asia,1972,49,crops
Western Asia,1971,46,crops
Western Asia,1970,42,crops
Western Asia,1969,41,crops
Western Asia,1968,41,crops
Western Asia,1967,40,crops
Western Asia,1966,37,crops
Western Asia,1965,36,crops
Western Asia,1964,36,crops
Western Asia,1963,34,crops
Western Asia,1962,34,crops
Western Asia,1961,32,crops
Western Europe,2007,92,crops
Western Europe,2006,91,crops
Western Europe,2005,97,crops
Western Europe,2004,104,crops
Western Europe,2003,88,crops
Western Europe,2002,98,crops
Western Europe,2001,95,crops
Western Europe,2000,101,crops
Western Europe,1999,102,crops
Western Europe,1998,98,crops
Western Europe,1997,96,crops
Western Europe,1996,96,crops
Western Europe,1995,90,crops
Western Europe,1994,87,crops
Western Europe,1993,89,crops
Western Europe,1992,93,crops
Western Europe,1991,86,crops
Western Europe,1990,91,crops
Western Europe,1989,91,crops
Western Europe,1988,91,crops
Western Europe,1987,90,crops
Western Europe,1986,89,crops
Western Europe,1985,90,crops
Western Europe,1984,91,crops
Western Europe,1983,80,crops
Western Europe,1982,90,crops
Western Europe,1981,79,crops
Western Europe,1980,81,crops
Western Europe,1979,84,crops
Western Europe,1978,80,crops
Western Europe,1977,74,crops
Western Europe,1976,71,crops
Western Europe,1975,74,crops
Western Europe,1974,82,crops
Western Europe,1973,84,crops
Western Europe,1972,76,crops
Western Europe,1971,77,crops
Western Europe,1970,78,crops
Western Europe,1969,73,crops
Western Europe,1968,79,crops
Western Europe,1967,79,crops
Western Europe,1966,71,crops
Western Europe,1965,72,crops
Western Europe,1964,74,crops
Western Europe,1963,74,crops
Western Europe,1962,76,crops
Western Europe,1961,64,crops
World,2007,116,crops
World,2006,113,crops
World,2005,112,crops
World,2004,111,crops
World,2003,105,crops
World,2002,101,crops
World,2001,101,crops
World,2000,100,crops
World,1999,98,crops
World,1998,95,crops
World,1997,94,crops
World,1996,92,crops
World,1995,87,crops
World,1994,86,crops
World,1993,84,crops
World,1992,84,crops
World,1991,81,crops
World,1990,81,crops
World,1989,79,crops
World,1988,76,crops
World,1987,75,crops
World,1986,75,crops
World,1985,74,crops
World,1984,73,crops
World,1983,68,crops
World,1982,70,crops
World,1981,67,crops
World,1980,64,crops
World,1979,64,crops
World,1978,64,crops
World,1977,61,crops
World,1976,59,crops
World,1975,58,crops
World,1974,57,crops
World,1973,58,crops
World,1972,53,crops
World,1971,54,crops
World,1970,52,crops
World,1969,51,crops
World,1968,51,crops
World,1967,49,crops
World,1966,47,crops
World,1965,46,crops
World,1964,45,crops
World,1963,43,crops
World,1962,42,crops
World,1961,41,crops
Africa,2007,118,food
Africa,2006,123,food
Africa,2005,118,food
Africa,2004,114,food
Africa,2003,111,food
Africa,2002,105,food
Africa,2001,101,food
Africa,2000,99,food
Africa,1999,98,food
Africa,1998,94,food
Africa,1997,90,food
Africa,1996,91,food
Africa,1995,83,food
Africa,1994,82,food
Africa,1993,80,food
Africa,1992,77,food
Africa,1991,78,food
Africa,1990,73,food
Africa,1989,70,food
Africa,1988,68,food
Africa,1987,64,food
Africa,1986,63,food
Africa,1985,61,food
Africa,1984,57,food
Africa,1983,56,food
Africa,1982,56,food
Africa,1981,56,food
Africa,1980,54,food
Africa,1979,53,food
Africa,1978,53,food
Africa,1977,51,food
Africa,1976,52,food
Africa,1975,52,food
Africa,1974,51,food
Africa,1973,47,food
Africa,1972,48,food
Africa,1971,48,food
Africa,1970,47,food
Africa,1969,45,food
Africa,1968,44,food
Africa,1967,42,food
Africa,1966,39,food
Africa,1965,40,food
Africa,1964,39,food
Africa,1963,38,food
Africa,1962,37,food
Africa,1961,35,food
Americas,2007,115,food
Americas,2006,110,food
Americas,2005,112,food
Americas,2004,110,food
Americas,2003,106,food
Americas,2002,101,food
Americas,2001,100,food
Americas,2000,100,food
Americas,1999,98,food
Americas,1998,95,food
Americas,1997,93,food
Americas,1996,90,food
Americas,1995,87,food
Americas,1994,88,food
Americas,1993,80,food
Americas,1992,83,food
Americas,1991,78,food
Americas,1990,78,food
Americas,1989,75,food
Americas,1988,71,food
Americas,1987,73,food
Americas,1986,73,food
Americas,1985,74,food
Americas,1984,70,food
Americas,1983,65,food
Americas,1982,71,food
Americas,1981,70,food
Americas,1980,65,food
Americas,1979,65,food
Americas,1978,63,food
Americas,1977,62,food
Americas,1976,60,food
Americas,1975,58,food
Americas,1974,54,food
Americas,1973,54,food
Americas,1972,53,food
Americas,1971,53,food
Americas,1970,50,food
Americas,1969,50,food
Americas,1968,49,food
Americas,1967,48,food
Americas,1966,46,food
Americas,1965,45,food
Americas,1964,43,food
Americas,1963,43,food
Americas,1962,41,food
Americas,1961,40,food
Asia,2007,121,food
Asia,2006,118,food
Asia,2005,115,food
Asia,2004,111,food
Asia,2003,107,food
Asia,2002,104,food
Asia,2001,102,food
Asia,2000,100,food
Asia,1999,97,food
Asia,1998,94,food
Asia,1997,90,food
Asia,1996,88,food
Asia,1995,84,food
Asia,1994,80,food
Asia,1993,78,food
Asia,1992,74,food
Asia,1991,68,food
Asia,1990,67,food
Asia,1989,64,food
Asia,1988,62,food
Asia,1987,59,food
Asia,1986,58,food
Asia,1985,56,food
Asia,1984,55,food
Asia,1983,52,food
Asia,1982,49,food
Asia,1981,47,food
Asia,1980,45,food
Asia,1979,44,food
Asia,1978,43,food
Asia,1977,41,food
Asia,1976,39,food
Asia,1975,39,food
Asia,1974,37,food
Asia,1973,36,food
Asia,1972,34,food
Asia,1971,34,food
Asia,1970,34,food
Asia,1969,32,food
Asia,1968,31,food
Asia,1967,30,food
Asia,1966,29,food
Asia,1965,28,food
Asia,1964,28,food
Asia,1963,27,food
Asia,1962,26,food
Asia,1961,25,food
Australia and New Zealand,2007,92,food
Australia and New Zealand,2006,91,food
Australia and New Zealand,2005,105,food
Australia and New Zealand,2004,101,food
Australia and New Zealand,2003,104,food
Australia and New Zealand,2002,88,food
Australia and New Zealand,2001,103,food
Australia and New Zealand,2000,98,food
Australia and New Zealand,1999,97,food
Australia and New Zealand,1998,94,food
Australia and New Zealand,1997,89,food
Australia and New Zealand,1996,108,food
Australia and New Zealand,1995,99,food
Australia and New Zealand,1994,90,food
Australia and New Zealand,1993,94,food
Australia and New Zealand,1992,90,food
Australia and New Zealand,1991,84,food
Australia and New Zealand,1990,84,food
Australia and New Zealand,1989,82,food
Australia and New Zealand,1988,84,food
Australia and New Zealand,1987,80,food
Australia and New Zealand,1986,82,food
Australia and New Zealand,1985,81,food
Australia and New Zealand,1984,80,food
Australia and New Zealand,1983,83,food
Australia and New Zealand,1982,71,food
Australia and New Zealand,1981,76,food
Australia and New Zealand,1980,71,food
Australia and New Zealand,1979,78,food
Australia and New Zealand,1978,81,food
Australia and New Zealand,1977,72,food
Australia and New Zealand,1976,74,food
Australia and New Zealand,1975,69,food
Australia and New Zealand,1974,64,food
Australia and New Zealand,1973,69,food
Australia and New Zealand,1972,65,food
Australia and New Zealand,1971,64,food
Australia and New Zealand,1970,62,food
Australia and New Zealand,1969,60,food
Australia and New Zealand,1968,62,food
Australia and New Zealand,1967,55,food
Australia and New Zealand,1966,59,food
Australia and New Zealand,1965,54,food
Australia and New Zealand,1964,55,food
Australia and New Zealand,1963,52,food
Australia and New Zealand,1962,50,food
Australia and New Zealand,1961,45,food
Caribbean,2007,101,food
Caribbean,2006,99,food
Caribbean,2005,102,food
Caribbean,2004,110,food
Caribbean,2003,108,food
Caribbean,2002,106,food
Caribbean,2001,103,food
Caribbean,2000,102,food
Caribbean,1999,94,food
Caribbean,1998,88,food
Caribbean,1997,91,food
Caribbean,1996,93,food
Caribbean,1995,85,food
Caribbean,1994,89,food
Caribbean,1993,89,food
Caribbean,1992,101,food
Caribbean,1991,107,food
Caribbean,1990,110,food
Caribbean,1989,112,food
Caribbean,1988,109,food
Caribbean,1987,107,food
Caribbean,1986,105,food
Caribbean,1985,104,food
Caribbean,1984,108,food
Caribbean,1983,103,food
Caribbean,1982,102,food
Caribbean,1981,99,food
Caribbean,1980,96,food
Caribbean,1979,101,food
Caribbean,1978,99,food
Caribbean,1977,93,food
Caribbean,1976,89,food
Caribbean,1975,84,food
Caribbean,1974,86,food
Caribbean,1973,84,food
Caribbean,1972,83,food
Caribbean,1971,85,food
Caribbean,1970,94,food
Caribbean,1969,78,food
Caribbean,1968,77,food
Caribbean,1967,78,food
Caribbean,1966,72,food
Caribbean,1965,75,food
Caribbean,1964,70,food
Caribbean,1963,67,food
Caribbean,1962,67,food
Caribbean,1961,74,food
Central America,2007,120,food
Central America,2006,117,food
Central America,2005,112,food
Central America,2004,110,food
Central America,2003,108,food
Central America,2002,104,food
Central America,2001,103,food
Central America,2000,99,food
Central America,1999,96,food
Central America,1998,93,food
Central America,1997,89,food
Central America,1996,87,food
Central America,1995,86,food
Central America,1994,82,food
Central America,1993,80,food
Central America,1992,77,food
Central America,1991,75,food
Central America,1990,74,food
Central America,1989,68,food
Central America,1988,69,food
Central America,1987,71,food
Central America,1986,70,food
Central America,1985,68,food
Central America,1984,65,food
Central America,1983,65,food
Central America,1982,63,food
Central America,1981,63,food
Central America,1980,60,food
Central America,1979,56,food
Central America,1978,58,food
Central America,1977,54,food
Central America,1976,50,food
Central America,1975,49,food
Central America,1974,46,food
Central America,1973,46,food
Central America,1972,44,food
Central America,1971,42,food
Central America,1970,40,food
Central America,1969,39,food
Central America,1968,38,food
Central America,1967,36,food
Central America,1966,35,food
Central America,1965,33,food
Central America,1964,31,food
Central America,1963,28,food
Central America,1962,27,food
Central America,1961,26,food
Central Asia,2007,141,food
Central Asia,2006,133,food
Central Asia,2005,125,food
Central Asia,2004,118,food
Central Asia,2003,116,food
Central Asia,2002,111,food
Central Asia,2001,106,food
Central Asia,2000,97,food
Central Asia,1999,96,food
Central Asia,1998,82,food
Central Asia,1997,88,food
Central Asia,1996,88,food
Central Asia,1995,93,food
Central Asia,1994,105,food
Central Asia,1993,113,food
Central Asia,1992,124,food
Central Asia,1991,0,food
Central Asia,1990,0,food
Central Asia,1989,0,food
Central Asia,1988,0,food
Central Asia,1987,0,food
Central Asia,1986,0,food
Central Asia,1985,0,food
Central Asia,1984,0,food
Central Asia,1983,0,food
Central Asia,1982,0,food
Central Asia,1981,0,food
Central Asia,1980,0,food
Central Asia,1979,0,food
Central Asia,1978,0,food
Central Asia,1977,0,food
Central Asia,1976,0,food
Central Asia,1975,0,food
Central Asia,1974,0,food
Central Asia,1973,0,food
Central Asia,1972,0,food
Central Asia,1971,0,food
Central Asia,1970,0,food
Central Asia,1969,0,food
Central Asia,1968,0,food
Central Asia,1967,0,food
Central Asia,1966,0,food
Central Asia,1965,0,food
Central Asia,1964,0,food
Central Asia,1963,0,food
Central Asia,1962,0,food
Central Asia,1961,0,food
Eastern Africa,2007,120,food
Eastern Africa,2006,120,food
Eastern Africa,2005,115,food
Eastern Africa,2004,113,food
Eastern Africa,2003,107,food
Eastern Africa,2002,107,food
Eastern Africa,2001,104,food
Eastern Africa,2000,98,food
Eastern Africa,1999,97,food
Eastern Africa,1998,92,food
Eastern Africa,1997,89,food
Eastern Africa,1996,88,food
Eastern Africa,1995,84,food
Eastern Africa,1994,80,food
Eastern Africa,1993,82,food
